Serial Number,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion,Age Group,Occupation Category
3736,6,Spider Avenue,Mary,Bartlett,27,Head,Married,Female,Telecommunications researcher,Not Specified,Unknown,25-29,Science
3737,6,Spider Avenue,Nicholas,Bartlett,34,Husband,Married,Male,Accounting technician,Not Specified,Unknown,30-34,Tech
3989,6,Evans Drive,Hazel,Berry,23,Head,Single,Female,"Social research officer, government",Not Specified,Christian,20-24,Management
9599,6,Dublin Avenue,Lauren,Bird,6,Daughter,Minor,Female,Student,Not Specified,Unknown,5-9,Student
9598,6,Dublin Avenue,Hilary,Bird,8,Daughter,Minor,Female,Student,Not Specified,Unknown,5-9,Student
9597,6,Dublin Avenue,Catherine,Bird,28,Wife,Married,Female,Exercise physiologist,Not Specified,Unknown,25-29,Other
9596,6,Dublin Avenue,Graeme,Bird,30,Head,Married,Male,Ophthalmologist,Not Specified,Unknown,30-34,Other
8015,6,Hereford Street,Norman,Bishop,6,Son,Minor,Male,Student,Not Specified,Unknown,5-9,Student
8014,6,Hereford Street,Georgia,Bishop,10,Daughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
8013,6,Hereford Street,Callum,Bishop,11,Son,Minor,Male,Student,Not Specified,Unknown,10-14,Student
8012,6,Hereford Street,Gillian,Bishop,41,Head,Single,Female,Emergency planning/management officer,Not Specified,Unknown,40-44,Management
8232,6,Rhubarb Bypass,Sylvia,Brady,30,Head,Single,Female,Scientific laboratory technician,Not Specified,Catholic,30-34,Tech
269,6,Eagle Road,Janet,Briggs,78,Wife,Married,Female,Retired Product designer,Not Specified,Unknown,75-79,Retired
268,6,Eagle Road,Terence,Briggs,84,Head,Married,Male,Retired IT sales professional,Not Specified,Catholic,80-84,Retired
9638,6,Clementine Hill,Harriet,Brooks,65,Head,Widowed,Female,Systems developer,Not Specified,Christian,65-69,Tech
9488,6,Brightwaterloop Drive,Rachel,Brown,34,Head,Married,Female,Unemployed,Not Specified,Christian,30-34,Unemployed
9489,6,Brightwaterloop Drive,Reece,Brown,42,Husband,Married,Male,"Editor, commissioning",Not Specified,Unknown,40-44,Tech
2884,6,Nelson Locks,Gregory,Burgess,31,Son,Divorced,Male,Unemployed,Not Specified,Unknown,30-34,Unemployed
2883,6,Nelson Locks,Raymond,Burgess,32,Son,Divorced,Male,"Physicist, medical",Not Specified,Unknown,30-34,Medical
2881,6,Nelson Locks,Charlotte,Burgess,62,Head,Married,Female,Print production planner,Not Specified,Unknown,60-64,Other
2882,6,Nelson Locks,Howard,Burgess,67,Husband,Married,Male,"Psychologist, counselling",Not Specified,Unknown,65-69,Other
10098,6,October Road,Helen,Burton,17,Daughter,Minor,Female,Student,Not Specified,Unknown,15-19,Student
10,6,Williams Lane,Tom,Burton,18,Son,Single,Male,Student,Not Specified,Christian,15-19,Student
10097,6,October Road,Douglas,Burton,18,Son,Divorced,Male,Student,Not Specified,Unknown,15-19,Student
10096,6,October Road,Howard,Burton,19,Son,Single,Male,University Student,Not Specified,Unknown,15-19,Tech
10095,6,October Road,Cheryl,Burton,23,Daughter,Single,Female,Water engineer,Not Specified,Unknown,20-24,Engineering
10093,6,October Road,Paige,Burton,43,Head,Married,Female,"Administrator, Civil Service",Not Specified,Unknown,40-44,Education
10094,6,October Road,Craig,Burton,46,Husband,Married,Male,Marine scientist,Not Specified,Unknown,45-49,Science
9,6,Williams Lane,Lesley,Burton,51,Head,Divorced,Female,Unemployed,Not Specified,Christian,50-54,Unemployed
7014,6,Allan Mountains,Harry,Butler,0,Son,Minor,Male,Child,Not Specified,Methodist,0-4,Child
7013,6,Allan Mountains,Geoffrey,Butler,4,Son,Minor,Male,Child,Not Specified,Methodist,0-4,Child
7012,6,Allan Mountains,Jack,Butler,5,Son,Minor,Male,Student,Not Specified,Methodist,5-9,Student
7011,6,Allan Mountains,Lisa,Butler,24,Head,Widowed,Female,Learning mentor,Not Specified,Methodist,20-24,Other
9547,6,Christmas Stravenue,Joanna,Carr,1,Daughter,Minor,Female,Child,Not Specified,Methodist,0-4,Child
9546,6,Christmas Stravenue,Jayne,Carr,8,Daughter,Minor,Female,Student,Not Specified,Methodist,5-9,Student
6803,6,Yellow Roads,Olivia,Carr,31,Head,Divorced,Female,Occupational therapist,Not Specified,Methodist,30-34,Medical
9544,6,Christmas Stravenue,Angela,Carr,37,Head,Single,Female,"Radiographer, therapeutic",Not Specified,Christian,35-39,Other
1703,6,The Street,Chloe,Carter,47,Head,Widowed,Female,Nutritional therapist,Not Specified,Unknown,45-49,Medical
3740,6,Spider Avenue,Bethan,Chamberlain,28,Lodger,Divorced,Female,Make,Not Specified,Unknown,25-29,Other
9046,6,Duck Lodge,Stephanie,Chambers,50,Head,Single,Female,Ship broker,Not Specified,Christian,50-54,Other
2325,6,Bradford Circles,Victoria,Coles,50,Head,Single,Female,Merchant navy officer,Not Specified,Christian,50-54,Management
2789,6,Craig Unions,Louis,Collins,30,Partner,Single,Male,Maintenance engineer,Physical Disability,Methodist,30-34,Engineering
4696,6,Williams Street,Danny,Collins,55,Head,Single,Male,Television floor manager,Not Specified,Christian,55-59,Management
715,6,Phillips Alley,Danny,Connolly,23,Head,Widowed,Male,Pensions consultant,Not Specified,Unknown,20-24,Other
7016,6,Allan Mountains,Rachel,Cook,51,Lodger,Single,Female,Medical illustrator,Not Specified,Christian,50-54,Medical
6718,6,Zigzag Mall,Jennifer,Cooper,59,Head,Single,Female,Archaeologist,Not Specified,Catholic,55-59,Other
2939,6,Tannery Ways,Gerald,Cox,50,Husband,Married,Male,Osteopath,Not Specified,Methodist,50-54,Other
6696,6,Bulldog Avenue,Craig,Cross,60,Lodger,Single,Male,"Administrator, education",Not Specified,Christian,60-64,Education
867,6,Norris Shores,Yvonne,Davies,26,Daughter,Single,Female,Unemployed,Not Specified,Jewish,25-29,Unemployed
4777,6,February Lodge,Darren,Davies,27,Son,Single,Male,Historic buildings inspector/conservation officer,Not Specified,Unknown,25-29,Management
4776,6,February Lodge,Ruth,Davies,28,Daughter,Divorced,Female,Estate agent,Not Specified,Unknown,25-29,Other
866,6,Norris Shores,Shane,Davies,30,Son,Divorced,Male,Tourism officer,Not Specified,Jewish,30-34,Management
4775,6,February Lodge,Toby,Davies,30,Son,Divorced,Male,"Surveyor, hydrographic",Not Specified,Christian,30-34,Other
4774,6,February Lodge,Helen,Davies,34,Daughter,Single,Female,"Engineer, energy",Not Specified,Unknown,30-34,Engineering
4773,6,February Lodge,Stacey,Davies,37,Daughter,Single,Female,Music tutor,Not Specified,Unknown,35-39,Other
864,6,Norris Shores,Melanie,Davies,63,Head,Married,Female,Retail banker,Not Specified,Jewish,60-64,Finance
865,6,Norris Shores,Leslie,Davies,70,Husband,Married,Male,Retired IT sales professional,Not Specified,Unknown,70-74,Retired
4771,6,February Lodge,Roy,Davies,78,Head,Married,Male,Retired Primary school teacher,Not Specified,Christian,75-79,Retired
4772,6,February Lodge,Unknown,Davies,79,Wife,Married,Female,Retired Adult guidance worker,Not Specified,Christian,75-79,Retired
7363,6,Cardiff Street,Benjamin,Davis,43,Head,Single,Male,Arboriculturist,Not Specified,Methodist,40-44,Other
10141,6,Bentley Lane,Glenn,Dodd,47,Partner,Single,Male,Manufacturing systems engineer,Not Specified,Unknown,45-49,Engineering
8311,6,Cellar Lane,Marilyn,Doyle,10,Daughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
8309,6,Cellar Lane,Georgina,Doyle,45,Head,Married,Female,Unemployed,Not Specified,Unknown,45-49,Unemployed
8310,6,Cellar Lane,Joel,Doyle,48,Husband,Married,Male,"Geologist, engineering",Not Specified,Unknown,45-49,Engineering
4618,6,Sagittarius Field,Gail,Evans,60,Head,Married,Female,Licensed conveyancer,Not Specified,Unknown,60-64,Other
4619,6,Sagittarius Field,Marc,Evans,60,Husband,Married,Male,"Engineer, electronics",Not Specified,Unknown,60-64,Engineering
2322,6,Bradford Circles,Emily,Farrell,30,Head,Single,Female,Unemployed,Not Specified,Unknown,30-34,Unemployed
6806,6,Yellow Roads,Rachael,Fisher,53,Lodger,Single,Female,Radio broadcast assistant,Not Specified,Catholic,50-54,Clerical
1376,6,Mistletoe Crescent,Ryan,Foster,19,Head,Single,Male,University Student,Not Specified,Catholic,15-19,Tech
459,6,O'Brien Center,Sam,Fowler,16,Son,Minor,Male,Student,Not Specified,Christian,15-19,Student
458,6,O'Brien Center,Jemma,Fowler,20,Daughter,Single,Female,University Student,Not Specified,Unknown,20-24,Tech
456,6,O'Brien Center,Grace,Fowler,52,Head,Married,Female,Prison officer,Not Specified,Christian,50-54,Management
457,6,O'Brien Center,Trevor,Fowler,59,Husband,Married,Male,Horticultural consultant,Not Specified,Unknown,55-59,Other
1740,6,Davies Island,Guy,Fox,48,Lodger,Divorced,Male,"Surveyor, quantity",Not Specified,Unknown,45-49,Tech
7362,6,Cardiff Street,Colin,Fraser,39,Head,Single,Male,"Nurse, mental health",Not Specified,Catholic,35-39,Medical
406,6,Bassenthwaite Motorway,Julia,Fuller,51,Head,Single,Female,Mechanical engineer,Not Specified,Methodist,50-54,Engineering
3738,6,Spider Avenue,Bryan,Gardner,39,Lodger,Single,Male,Land,Not Specified,Christian,35-39,Other
4137,6,Kielderbind Avenue,Glen,Gibson,62,Partner,Single,Male,"Designer, ceramics/pottery",Not Specified,Unknown,60-64,Creative Arts
962,6,Baker Road,David,Gibson,66,Head,Widowed,Male,Unemployed,Not Specified,Christian,65-69,Unemployed
6805,6,Yellow Roads,Sally,Grant,36,Lodger,Single,Female,"Engineer, agricultural",Not Specified,Methodist,35-39,Engineering
6594,6,Scott Stream,Chloe,Green,25,Wife,Married,Female,Unemployed,Not Specified,Jewish,25-29,Unemployed
6593,6,Scott Stream,Gareth,Green,30,Head,Married,Male,Learning disability nurse,Not Specified,Jewish,30-34,Medical
7778,6,Sheffield Plaza,Gail,Green,81,Head,Married,Female,Retired Immigration officer,Not Specified,Christian,80-84,Retired
7779,6,Sheffield Plaza,Graham,Green,81,Husband,Married,Male,Retired Haematologist,Not Specified,Christian,80-84,Retired
1007,6,Charity Avenue,Ricky,Greenwood,56,Partner,Single,Male,Insurance claims handler,Blind,Methodist,55-59,Other
8561,6,Webster Hill,Brian,Griffiths,6,Son,Minor,Male,Student,Not Specified,Christian,5-9,Student
8559,6,Webster Hill,Louise,Griffiths,26,Head,Single,Female,Ergonomist,Not Specified,Christian,25-29,Other
10111,6,Holly Street,Ruth,Hancock,66,Head,Divorced,Female,Retail buyer,Not Specified,Christian,65-69,Other
2323,6,Bradford Circles,Abbie,Hargreaves,45,Head,Single,Female,Barista,Not Specified,Unknown,45-49,Other
8817,6,Jones Mission,Rita,Harper,11,Daughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
8816,6,Jones Mission,Stewart,Harper,27,Son,Single,Male,Government social research officer,Not Specified,Catholic,25-29,Management
8814,6,Jones Mission,Fiona,Harper,60,Head,Married,Female,Environmental consultant,Not Specified,Unknown,60-64,Other
8815,6,Jones Mission,John,Harper,61,Husband,Married,Male,Medical technical officer,Not Specified,Unknown,60-64,Medical
1491,6,Butterfly Street,Kayleigh,Harris,27,Daughter,Single,Female,"Education officer, community",Not Specified,Catholic,25-29,Education
1490,6,Butterfly Street,Nicholas,Harris,31,Son,Single,Male,Equities trader,Not Specified,Catholic,30-34,Tech
1489,6,Butterfly Street,Toby,Harris,32,Son,Divorced,Male,Podiatrist,Not Specified,Unknown,30-34,Medical
1789,6,Lloyd Avenue,Jack,Harris,67,Head,Married,Male,Educational psychologist,Not Specified,Christian,65-69,Education
1790,6,Lloyd Avenue,Marie,Harris,67,Wife,Married,Female,Ergonomist,Not Specified,Unknown,65-69,Other
1487,6,Butterfly Street,Oliver,Harris,68,Head,Married,Male,"Retired Buyer, retail",Not Specified,Catholic,65-69,Retired
1488,6,Butterfly Street,Diane,Harris,70,Wife,Married,Female,Retired Clinical molecular geneticist,Blind,Catholic,70-74,Retired
4136,6,Kielderbind Avenue,Pamela,Harrison,59,Head,Single,Female,Quality manager,Not Specified,Unknown,55-59,Tech
9048,6,Duck Lodge,Caroline,Hicks,25,Head,Single,Female,Ophthalmologist,Not Specified,Catholic,25-29,Other
10337,6,Stone Parkway,Natasha,Hill,51,Head,Married,Female,Magazine journalist,Not Specified,Catholic,50-54,Media & Entertainment
10339,6,Stone Parkway,Christine,Hill-Hawkins,16,Daughter,Minor,Female,Student,Not Specified,Unknown,15-19,Student
10338,6,Stone Parkway,Dennis,Hill-Hawkins,49,Husband,Married,Male,Unemployed,Not Specified,Catholic,45-49,Unemployed
322,6,Davidson Lane,Neil,Howe,13,Son,Minor,Male,Student,Not Specified,Methodist,10-14,Student
321,6,Davidson Lane,Raymond,Howe,14,Son,Minor,Male,Student,Not Specified,Methodist,10-14,Student
320,6,Davidson Lane,Jack,Howe,40,Husband,Married,Male,Prison officer,Not Specified,Methodist,40-44,Management
319,6,Davidson Lane,Eileen,Howe,45,Head,Married,Female,Film/video editor,Not Specified,Methodist,45-49,Tech
4693,6,Williams Street,Margaret,Jackson,47,Head,Single,Female,Agricultural engineer,Not Specified,Methodist,45-49,Engineering
3659,6,Morris Plaza,Aaron,Johnson,37,Partner,Single,Male,Hotel manager,Not Specified,Christian,35-39,Management
7284,6,Lancaster Lane,Denis,Johnson,42,Head,Single,Male,"Engineer, production",Not Specified,Unknown,40-44,Engineering
4491,6,Parrot Plains,Mark,Jones,4,Son,Minor,Male,Child,Not Specified,Catholic,0-4,Child
4490,6,Parrot Plains,Simon,Jones,6,Son,Minor,Male,Student,Not Specified,Catholic,5-9,Student
128,6,Spider Street,Simon,Jones,34,Partner,Single,Male,Water engineer,Not Specified,Unknown,30-34,Engineering
4489,6,Parrot Plains,Tracey,Jones,36,Head,Divorced,Female,Market researcher,Not Specified,Catholic,35-39,Science
3987,6,Evans Drive,Josephine,Knowles,43,Head,Single,Female,"Engineer, maintenance (IT)",Not Specified,Unknown,40-44,Engineering
2858,6,Hereford Drive,Kenneth,Lee,53,Partner,Single,Male,Naval architect,Not Specified,Christian,50-54,Tech
2324,6,Bradford Circles,Megan,Leonard,47,Head,Single,Female,Plant breeder/geneticist,Not Specified,Methodist,45-49,Science
9755,6,CherryChestnutnail Avenue,Mitchell,Lewis,5,Son,Minor,Male,Student,Not Specified,Catholic,5-9,Student
9754,6,CherryChestnutnail Avenue,Michael,Lewis,7,Son,Minor,Male,Student,Not Specified,Catholic,5-9,Student
9753,6,CherryChestnutnail Avenue,Suzanne,Lewis,9,Daughter,Minor,Female,Student,Not Specified,Catholic,5-9,Student
9752,6,CherryChestnutnail Avenue,Ann,Lewis,34,Head,Single,Female,Unemployed,Not Specified,Catholic,30-34,Unemployed
2787,6,Craig Unions,Frank,Lewis,74,Head,Widowed,Male,Unemployed,Not Specified,Christian,70-74,Unemployed
1636,6,Inner Avenue,Carl,Lowe,33,Head,Single,Male,Newspaper journalist,Not Specified,Unknown,30-34,Media & Entertainment
555,6,Marsh Bypass,Norman,Lowe,37,Partner,Single,Male,"Therapist, speech and language",Not Specified,Catholic,35-39,Medical
6804,6,Yellow Roads,Jason,Lowe,40,Cousin,Single,Male,"Engineer, structural",Not Specified,Unknown,40-44,Engineering
758,6,Calendar Mountains,Charlene,Marsden,34,Head,Single,Female,Musician,Not Specified,Unknown,30-34,Creative Arts
9344,6,January Knolls,Lydia,Marshall,34,Daughter,Divorced,Female,Banker,Not Specified,Christian,30-34,Finance
9343,6,January Knolls,Kayleigh,Marshall,37,Daughter,Divorced,Female,Unemployed,Not Specified,Unknown,35-39,Unemployed
9341,6,January Knolls,Suzanne,Marshall,68,Head,Married,Female,Retired Air broker,Not Specified,Christian,65-69,Retired
9342,6,January Knolls,Arthur,Marshall,70,Husband,Married,Male,Retired Land,Not Specified,Christian,70-74,Retired
6758,6,Duck Ville,Russell,Martin,80,Husband,Married,Male,"Retired Administrator, sports",Not Specified,Unknown,80-84,Retired
6757,6,Duck Ville,Ruth,Martin,82,Head,Married,Female,Retired Set designer,Not Specified,Unknown,80-84,Retired
6693,6,Bulldog Avenue,Holly,Mason,40,Head,Single,Female,Set designer,Not Specified,Unknown,40-44,Creative Arts
1741,6,Davies Island,Iain,Mason,44,Visitor,Single,Male,"Designer, furniture",Not Specified,Christian,40-44,Tech
6695,6,Bulldog Avenue,Chelsea,Mason-Burgess,2,Daughter,Minor,Female,Child,Not Specified,Unknown,0-4,Child
6694,6,Bulldog Avenue,Glen,Mason-Burgess,46,Partner,Single,Male,"Producer, television/film/video",Not Specified,Unknown,45-49,Creative Arts
2859,6,Hereford Drive,Daniel,McCarthy,16,Son,Minor,Male,Student,Not Specified,Christian,15-19,Student
2857,6,Hereford Drive,Jodie,McCarthy,51,Head,Single,Female,Unemployed,Not Specified,Christian,50-54,Unemployed
3991,6,Evans Drive,Alison,Miah,43,Head,Single,Female,"Education officer, environmental",Not Specified,Christian,40-44,Education
554,6,Marsh Bypass,Marian,Middleton,34,Head,Single,Female,Broadcast engineer,Not Specified,Catholic,30-34,Engineering
129,6,Spider Street,Dean,Moore,15,Son,Minor,Male,Student,Not Specified,Unknown,15-19,Student
127,6,Spider Street,Katy,Moore,43,Head,Single,Female,"Administrator, local government",Not Specified,Unknown,40-44,Education
3349,6,Grape Drive,Oliver,Murphy,10,Adopted Son,Minor,Male,Student,Not Specified,Unknown,10-14,Student
2983,6,Cook Drives,Leslie,Murray,11,Grandson,Minor,Male,Student,Not Specified,Unknown,10-14,Student
7361,6,Cardiff Street,Lynn,Murray,40,Head,Single,Female,"Designer, furniture",Not Specified,Methodist,40-44,Tech
2982,6,Cook Drives,Jasmine,Murray,71,Head,Divorced,Female,"Retired Teacher, early years/pre",Not Specified,Methodist,70-74,Retired
1739,6,Davies Island,Gareth,Norton,3,Son,Minor,Male,Child,Not Specified,Unknown,0-4,Child
2399,6,Brightwater Street,Geoffrey,Norton,12,Son,Minor,Male,Student,Not Specified,Unknown,10-14,Student
2398,6,Brightwater Street,Katherine,Norton,21,Daughter,Single,Female,University Student,Not Specified,Christian,20-24,Tech
1737,6,Davies Island,Gemma,Norton,34,Head,Married,Female,"Engineer, materials",Not Specified,Unknown,30-34,Engineering
1738,6,Davies Island,Leigh,Norton,39,Husband,Married,Male,Social researcher,Not Specified,Unknown,35-39,Science
2396,6,Brightwater Street,Christopher,Norton,43,Head,Single,Male,Child psychotherapist,Not Specified,Christian,40-44,Medical
795,6,Rhubarb Street,Frederick,O'Brien,53,Partner,Single,Male,"Exhibitions officer, museum/gallery",Not Specified,Unknown,50-54,Tech
7365,6,Cardiff Street,Suzanne,O'Donnell,39,Head,Single,Female,Planning and development surveyor,Not Specified,Christian,35-39,Other
10293,6,Calendar Ports,Justin,Palmer,17,Son,Minor,Male,Student,Not Specified,Unknown,15-19,Student
10292,6,Calendar Ports,Martin,Palmer,20,Son,Single,Male,University Student,Not Specified,Unknown,20-24,Tech
10291,6,Calendar Ports,Nathan,Palmer,22,Son,Single,Male,University Student,Not Specified,Unknown,20-24,Tech
10290,6,Calendar Ports,Marion,Palmer,54,Head,Single,Female,Contracting civil engineer,Not Specified,Unknown,50-54,Engineering
1020,6,Paper Cape,Nicholas,Parker,15,Grandson,Minor,Male,Student,Not Specified,Unknown,15-19,Student
1019,6,Paper Cape,Adrian,Parker,64,Head,Single,Male,"Engineer, manufacturing",Not Specified,Unknown,60-64,Engineering
3347,6,Grape Drive,Damien,Parsons,13,Son,Minor,Male,Student,Not Specified,Christian,10-14,Student
3348,6,Grape Drive,Hannah,Parsons,13,Daughter,Minor,Female,Student,Not Specified,Christian,10-14,Student
6673,6,Springbox Lane,Bethany,Parsons,28,Daughter,Widowed,Female,"Psychotherapist, child",Not Specified,Unknown,25-29,Medical
6672,6,Springbox Lane,Ben,Parsons,37,Son,Divorced,Male,Health physicist,Blind,Unknown,35-39,Other
